Date,Opp,points,pitcher,code,Dec_1,DR_1,H_1,ER_1,BB_1,SO_1,HR_1,HBP_1,FIP_1,Outs_1,points_1,QS_1,bucket_1,Dec_5,DR_5,H_5,ER_5,BB_5,SO_5,HR_5,HBP_5,FIP_5,Outs_5,points_5,QS_5,bucket_5,Dec_all,DR_all,H_all,ER_all,BB_all,SO_all,HR_all,HBP_all,FIP_all,Outs_all,points_all,QS_all,bucket_all,bucket
2023-05-27,MIL,28,Logan Webb,webblo01,0.0,5.0,4.0,0.0,2.0,7.0,0.0,0.0,3.55,18.0,19.0,1.0,10<.<=20,0.2,4.6,5.6,1.2,1.8,5.8,0.4,0.2,3.7520000000000002,20.6,17.0,1.0,10<.<=20,-0.1111111111111111,4.666666666666667,6.111111111111111,1.8888888888888888,1.2222222222222223,5.888888888888889,0.6666666666666666,0.2222222222222222,3.8177777777777777,19.666666666666668,13.88888888888889,0.7777777777777778,10<.<=20,20<.<=30
2023-06-02,BAL,13,Logan Webb,webblo01,1.0,6.0,4.0,1.0,1.0,11.0,0.0,0.0,3.26,21.0,28.0,1.0,20<.<=30,0.6,5.0,5.0,1.0,1.8,6.6,0.2,0.2,3.63,20.8,20.2,1.0,20<.<=30,0.0,4.8,5.9,1.8,1.2,6.4,0.6,0.2,3.7619999999999996,19.8,15.3,0.8,10<.<=20,10<.<=20
2023-06-07,COL,1,Logan Webb,webblo01,-1.0,5.0,4.0,3.0,1.0,6.0,1.0,0.0,3.31,21.0,13.0,1.0,10<.<=20,0.2,5.0,4.8,1.2,1.6,6.8,0.2,0.2,3.4979999999999998,20.4,18.8,1.0,10<.<=20,-0.09090909090909091,4.818181818181818,5.7272727272727275,1.9090909090909092,1.1818181818181819,6.363636363636363,0.6363636363636364,0.18181818181818182,3.7209090909090907,19.90909090909091,15.090909090909092,0.8181818181818182,10<.<=20,0<.<=10
2023-06-12,STL,17,Logan Webb,webblo01,0.0,4.0,8.0,4.0,2.0,3.0,1.0,0.0,3.46,16.0,1.0,0.0,0<.<=10,0.0,4.8,4.6,1.8,1.8,6.0,0.4,0.2,3.4579999999999997,19.4,15.2,0.8,10<.<=20,-0.08333333333333333,4.75,5.916666666666667,2.0833333333333335,1.25,6.083333333333333,0.6666666666666666,0.16666666666666666,3.6991666666666667,19.583333333333332,13.916666666666666,0.75,10<.<=20,10<.<=20
2023-06-18,LAD,14,Logan Webb,webblo01,1.0,4.0,7.0,3.0,0.0,6.0,2.0,0.0,3.6,21.0,17.0,1.0,10<.<=20,0.2,4.8,5.4,2.2,1.2,6.6,0.8,0.0,3.436,19.4,15.6,0.8,10<.<=20,0.0,4.6923076923076925,6.0,2.1538461538461537,1.1538461538461537,6.076923076923077,0.7692307692307693,0.15384615384615385,3.6915384615384617,19.692307692307693,14.153846153846153,0.7692307692307693,10<.<=20,10<.<=20
2023-06-23,ARI,16,Logan Webb,webblo01,1.0,5.0,8.0,2.0,2.0,5.0,0.0,1.0,3.56,21.0,14.0,1.0,10<.<=20,0.4,4.8,6.2,2.6,1.2,6.2,0.8,0.2,3.438,20.0,14.6,0.8,10<.<=20,0.07142857142857142,4.714285714285714,6.142857142857143,2.142857142857143,1.2142857142857142,6.0,0.7142857142857143,0.21428571428571427,3.6821428571428574,19.785714285714285,14.142857142857142,0.7857142857142857,10<.<=20,10<.<=20
2023-06-28,TOR,-1,Logan Webb,webblo01,1.0,4.0,5.0,3.0,2.0,5.0,1.0,0.0,3.63,21.0,16.0,1.0,10<.<=20,0.4,4.4,6.4,3.0,1.4,5.0,1.0,0.2,3.5119999999999996,20.0,12.2,0.8,10<.<=20,0.13333333333333333,4.666666666666667,6.066666666666666,2.2,1.2666666666666666,5.933333333333334,0.7333333333333333,0.2,3.678666666666667,19.866666666666667,14.266666666666667,0.8,10<.<=20,-10<.<=0
2023-07-03,SEA,18,Logan Webb,webblo01,-1.0,4.0,8.0,5.0,0.0,5.0,0.0,0.0,3.52,15.0,-1.0,0.0,-10<.<=0,0.4,4.2,7.2,3.4,1.2,4.8,0.8,0.2,3.554,18.8,9.4,0.6,0<.<=10,0.0625,4.625,6.1875,2.375,1.1875,5.875,0.6875,0.1875,3.66875,19.5625,13.3125,0.75,10<.<=20,10<.<=20
2023-07-09,COL,33,Logan Webb,webblo01,0.0,4.0,7.0,2.0,2.0,11.0,0.0,0.0,3.37,20.0,18.0,1.0,10<.<=20,0.4,4.2,7.0,3.0,1.2,6.4,0.6,0.2,3.536,19.6,12.8,0.8,10<.<=20,0.058823529411764705,4.588235294117647,6.235294117647059,2.3529411764705883,1.2352941176470589,6.176470588235294,0.6470588235294118,0.17647058823529413,3.6511764705882355,19.58823529411765,13.588235294117647,0.7647058823529411,10<.<=20,20<.<=30
2023-07-17,CIN,20,Logan Webb,webblo01,1.0,5.0,7.0,0.0,0.0,10.0,0.0,0.0,3.2,27.0,33.0,1.0,30<.,0.4,4.4,7.0,2.4,1.2,7.2,0.2,0.2,3.4559999999999995,20.8,16.0,0.8,10<.<=20,0.1111111111111111,4.611111111111111,6.277777777777778,2.2222222222222223,1.1666666666666667,6.388888888888889,0.6111111111111112,0.16666666666666666,3.626111111111111,20.0,14.666666666666666,0.7777777777777778,10<.<=20,10<.<=20
2023-07-22,WSN,-15,Logan Webb,webblo01,0.0,7.0,4.0,2.0,0.0,7.0,2.0,0.0,3.29,21.0,20.0,1.0,10<.<=20,0.2,4.8,6.2,2.4,0.8,7.6,0.6,0.0,3.4019999999999997,20.8,17.2,0.8,10<.<=20,0.10526315789473684,4.7368421052631575,6.157894736842105,2.210526315789474,1.105263157894737,6.421052631578948,0.6842105263157895,0.15789473684210525,3.608421052631579,20.05263157894737,14.947368421052632,0.7894736842105263,10<.<=20,.<=-10
2023-07-28,BOS,11,Logan Webb,webblo01,-1.0,4.0,5.0,6.0,1.0,2.0,1.0,0.0,3.38,4.0,-15.0,0.0,.<=-10,-0.2,4.8,6.2,3.0,0.6,7.0,0.6,0.0,3.3519999999999994,17.4,11.0,0.6,10<.<=20,0.05,4.7,6.1,2.4,1.1,6.2,0.7,0.15,3.597,19.25,13.45,0.75,10<.<=20,10<.<=20
2023-08-02,ARI,20,Logan Webb,webblo01,-1.0,5.0,6.0,3.0,0.0,4.0,1.0,0.0,3.41,22.0,11.0,1.0,10<.<=20,-0.2,5.0,5.8,2.6,0.6,6.8,0.8,0.0,3.3299999999999996,18.8,13.4,0.8,10<.<=20,0.0,4.714285714285714,6.095238095238095,2.4285714285714284,1.0476190476190477,6.095238095238095,0.7142857142857143,0.14285714285714285,3.588095238095238,19.38095238095238,13.333333333333334,0.7619047619047619,10<.<=20,10<.<=20
2023-08-07,LAA,14,Logan Webb,webblo01,1.0,4.0,4.0,2.0,1.0,5.0,0.0,0.0,3.36,21.0,20.0,1.0,10<.<=20,0.0,5.0,5.2,2.6,0.4,5.6,0.8,0.0,3.3280000000000003,19.0,13.8,0.8,10<.<=20,0.045454545454545456,4.681818181818182,6.0,2.409090909090909,1.0454545454545454,6.045454545454546,0.6818181818181818,0.13636363636363635,3.5777272727272726,19.454545454545453,13.636363636363637,0.7727272727272727,10<.<=20,10<.<=20
2023-08-13,TEX,22,Logan Webb,webblo01,0.0,4.0,7.0,1.0,0.0,6.0,0.0,0.0,3.28,17.0,14.0,0.0,10<.<=20,-0.2,4.8,5.2,2.8,0.4,4.8,0.8,0.0,3.344,17.0,10.0,0.6,0<.<=10,0.043478260869565216,4.6521739130434785,6.043478260869565,2.347826086956522,1.0,6.043478260869565,0.6521739130434783,0.13043478260869565,3.5647826086956518,19.347826086956523,13.652173913043478,0.7391304347826086,10<.<=20,20<.<=30
2023-08-19,ATL,6,Logan Webb,webblo01,0.0,5.0,6.0,1.0,1.0,6.0,0.0,1.0,3.24,26.0,22.0,1.0,20<.<=30,-0.2,4.4,5.6,2.6,0.6,4.6,0.4,0.2,3.3340000000000005,18.0,10.4,0.6,10<.<=20,0.041666666666666664,4.666666666666667,6.041666666666667,2.2916666666666665,1.0,6.041666666666667,0.625,0.16666666666666666,3.55125,19.625,14.0,0.75,10<.<=20,0<.<=10
2023-08-25,ATL,-3,Logan Webb,webblo01,0.0,5.0,9.0,4.0,0.0,5.0,1.0,0.0,3.26,18.0,6.0,0.0,0<.<=10,0.0,4.6,6.4,2.2,0.4,5.2,0.4,0.2,3.3099999999999996,20.8,14.6,0.6,10<.<=20,0.04,4.68,6.16,2.36,0.96,6.0,0.64,0.16,3.5396000000000005,19.56,13.68,0.72,10<.<=20,-10<.<=0
2023-08-30,CIN,10,Logan Webb,webblo01,-1.0,5.0,6.0,5.0,1.0,1.0,1.0,0.0,3.34,16.0,-3.0,0.0,-10<.<=0,0.0,4.6,6.4,2.6,0.6,4.6,0.4,0.2,3.2959999999999994,19.6,11.8,0.4,10<.<=20,0.0,4.6923076923076925,6.153846153846154,2.4615384615384617,0.9615384615384616,5.8076923076923075,0.6538461538461539,0.15384615384615385,3.5319230769230776,19.423076923076923,13.038461538461538,0.6923076923076923,10<.<=20,0<.<=10
2023-09-04,CHC,9,Logan Webb,webblo01,-1.0,4.0,7.0,2.0,0.0,6.0,0.0,0.0,3.27,18.0,10.0,1.0,0<.<=10,-0.4,4.6,7.0,2.6,0.4,4.8,0.4,0.2,3.278,19.0,9.8,0.4,0<.<=10,-0.037037037037037035,4.666666666666667,6.185185185185185,2.4444444444444446,0.9259259259259259,5.814814814814815,0.6296296296296297,0.14814814814814814,3.5222222222222226,19.37037037037037,12.925925925925926,0.7037037037037037,10<.<=20,0<.<=10
2023-09-09,COL,21,Logan Webb,webblo01,-1.0,4.0,5.0,3.0,1.0,4.0,1.0,0.0,3.31,20.0,9.0,1.0,0<.<=10,-0.6,4.6,6.6,3.0,0.6,4.4,0.6,0.2,3.284,19.6,8.8,0.6,0<.<=10,-0.07142857142857142,4.642857142857143,6.142857142857143,2.4642857142857144,0.9285714285714286,5.75,0.6428571428571429,0.14285714285714285,3.5146428571428574,19.392857142857142,12.785714285714286,0.7142857142857143,10<.<=20,20<.<=30
